transaction_id,transaction_date,part_id,part_name,transaction_type,quantity,unit_cost,total_cost,batch_id
PUR000081,2022-12-29,SP00006,Wire Type-6,Purchase,68,175.17,11911.34,BATCH00081
PUR000082,2023-03-07,SP00006,Wire Type-6,Purchase,39,179.46,6998.78,BATCH00082
PUR000083,2023-04-30,SP00006,Wire Type-6,Purchase,94,178.38,16768.13,BATCH00083
PUR000084,2023-05-27,SP00006,Wire Type-6,Purchase,52,178.45,9279.64,BATCH00084
PUR000085,2023-09-24,SP00006,Wire Type-6,Purchase,18,182.79,3290.29,BATCH00085
PUR000086,2023-12-26,SP00006,Wire Type-6,Purchase,45,197.95,8907.96,BATCH00086
PUR000087,2024-01-03,SP00006,Wire Type-6,Purchase,75,186.5,13987.14,BATCH00087
PUR000088,2024-01-17,SP00006,Wire Type-6,Purchase,78,187.74,14643.77,BATCH00088
PUR000089,2024-04-12,SP00006,Wire Type-6,Purchase,13,188.43,2449.64,BATCH00089
PUR000090,2024-04-24,SP00006,Wire Type-6,Purchase,43,184.57,7936.48,BATCH00090
PUR000091,2022-03-20,SP00007,Cylinder Type-7,Purchase,65,227.94,14816.34,BATCH00091
PUR000092,2022-08-11,SP00007,Cylinder Type-7,Purchase,78,231.35,18045.53,BATCH00092
PUR000093,2022-08-25,SP00007,Cylinder Type-7,Purchase,95,248.5,23607.26,BATCH00093
PUR000094,2023-01-25,SP00007,Cylinder Type-7,Purchase,65,241.35,15687.84,BATCH00094
PUR000095,2023-06-06,SP00007,Cylinder Type-7,Purchase,95,242.28,23016.41,BATCH00095
PUR000096,2023-06-28,SP00007,Cylinder Type-7,Purchase,89,264.56,23545.77,BATCH00096
PUR000097,2023-10-05,SP00007,Cylinder Type-7,Purchase,25,252.3,6307.44,BATCH00097
PUR000098,2023-12-09,SP00007,Cylinder Type-7,Purchase,48,264.88,12714.3,BATCH00098
PUR000099,2024-02-28,SP00007,Cylinder Type-7,Purchase,95,261.99,24889.42,BATCH00099
PUR000100,2024-06-08,SP00007,Cylinder Type-7,Purchase,61,262.65,16021.56,BATCH00100
PUR000101,2024-06-12,SP00007,Cylinder Type-7,Purchase,80,270.44,21634.91,BATCH00101
PUR000102,2024-11-13,SP00007,Cylinder Type-7,Purchase,63,260.12,16387.62,BATCH00102
PUR000103,2022-01-01,SP00008,Bolt Type-8,Purchase,89,741.58,66000.18,BATCH00103
PUR000104,2022-06-23,SP00008,Bolt Type-8,Purchase,40,734.6,29384.04,BATCH00104
PUR000105,2022-12-14,SP00008,Bolt Type-8,Purchase,38,777.51,29545.33,BATCH00105
PUR000106,2022-12-23,SP00008,Bolt Type-8,Purchase,28,788.66,22082.47,BATCH00106
PUR000107,2023-03-07,SP00008,Bolt Type-8,Purchase,41,735.85,30170.05,BATCH00107
PUR000108,2023-03-14,SP00008,Bolt Type-8,Purchase,88,810.72,71343.35,BATCH00108
PUR000109,2023-08-05,SP00008,Bolt Type-8,Purchase,19,815.24,15489.53,BATCH00109
PUR000110,2023-08-11,SP00008,Bolt Type-8,Purchase,90,784.77,70629.75,BATCH00110
PUR000111,2023-09-09,SP00008,Bolt Type-8,Purchase,99,797.17,78920.32,BATCH00111
PUR000112,2023-09-15,SP00008,Bolt Type-8,Purchase,61,782.6,47738.67,BATCH00112
PUR000113,2023-10-22,SP00008,Bolt Type-8,Purchase,93,775.12,72086.16,BATCH00113
PUR000114,2024-02-16,SP00008,Bolt Type-8,Purchase,23,822.32,18913.45,BATCH00114
PUR000115,2024-04-11,SP00008,Bolt Type-8,Purchase,38,835.3,31741.53,BATCH00115
PUR000116,2024-05-30,SP00008,Bolt Type-8,Purchase,99,791.08,78316.48,BATCH00116
PUR000117,2024-06-23,SP00008,Bolt Type-8,Purchase,16,821.45,13143.13,BATCH00117
PUR000118,2024-06-24,SP00008,Bolt Type-8,Purchase,25,824.78,20619.51,BATCH00118
PUR000119,2024-08-10,SP00008,Bolt Type-8,Purchase,69,821.18,56661.39,BATCH00119
PUR000120,2024-08-27,SP00008,Bolt Type-8,Purchase,81,840.32,68065.87,BATCH00120
PUR000121,2024-11-12,SP00008,Bolt Type-8,Purchase,66,842.13,55580.44,BATCH00121
PUR000122,2024-11-21,SP00008,Bolt Type-8,Purchase,74,844.47,62490.95,BATCH00122
PUR000123,2022-06-08,SP00009,Belt Type-9,Purchase,79,790.91,62481.54,BATCH00123
PUR000124,2022-11-22,SP00009,Belt Type-9,Purchase,29,787.63,22841.26,BATCH00124
PUR000125,2023-04-26,SP00009,Belt Type-9,Purchase,98,816.28,79995.46,BATCH00125
PUR000126,2023-05-05,SP00009,Belt Type-9,Purchase,37,810.64,29993.52,BATCH00126
PUR000127,2023-05-22,SP00009,Belt Type-9,Purchase,62,804.95,49906.91,BATCH00127
PUR000128,2023-06-15,SP00009,Belt Type-9,Purchase,69,829.94,57265.6,BATCH00128
PUR000129,2023-07-11,SP00009,Belt Type-9,Purchase,36,839.88,30235.77,BATCH00129
PUR000130,2023-07-17,SP00009,Belt Type-9,Purchase,59,875.88,51677.01,BATCH00130
PUR000131,2023-07-22,SP00009,Belt Type-9,Purchase,84,882.54,74133.46,BATCH00131
PUR000132,2023-08-09,SP00009,Belt Type-9,Purchase,12,888.07,10656.78,BATCH00132
PUR000133,2024-06-19,SP00009,Belt Type-9,Purchase,83,915.64,75998.53,BATCH00133
PUR000134,2024-07-02,SP00009,Belt Type-9,Purchase,10,874.92,8749.15,BATCH00134
PUR000135,2024-07-10,SP00009,Belt Type-9,Purchase,48,925.61,44429.45,BATCH00135
PUR000136,2024-08-30,SP00009,Belt Type-9,Purchase,63,914.48,57611.96,BATCH00136
PUR000137,2024-09-19,SP00009,Belt Type-9,Purchase,79,897.44,70897.94,BATCH00137
PUR000138,2024-12-03,SP00009,Belt Type-9,Purchase,38,929.16,35308.2,BATCH00138
PUR000139,2022-02-25,SP00010,Cylinder Type-10,Purchase,33,1010.74,33354.34,BATCH00139
PUR000140,2022-03-01,SP00010,Cylinder Type-10,Purchase,58,931.63,54034.61,BATCH00140
PUR000141,2022-06-21,SP00010,Cylinder Type-10,Purchase,68,973.25,66180.97,BATCH00141
PUR000142,2022-09-19,SP00010,Cylinder Type-10,Purchase,58,984.92,57125.53,BATCH00142
PUR000143,2022-10-05,SP00010,Cylinder Type-10,Purchase,63,982.13,61874.0,BATCH00143
PUR000144,2022-12-05,SP00010,Cylinder Type-10,Purchase,20,987.4,19748.06,BATCH00144
PUR000145,2023-03-26,SP00010,Cylinder Type-10,Purchase,79,1024.15,80907.76,BATCH00145
PUR000146,2023-07-13,SP00010,Cylinder Type-10,Purchase,54,994.99,53729.51,BATCH00146
PUR000147,2023-11-20,SP00010,Cylinder Type-10,Purchase,18,1029.68,18534.22,BATCH00147
PUR000148,2024-03-07,SP00010,Cylinder Type-10,Purchase,93,1103.38,102614.22,BATCH00148
PUR000149,2024-03-17,SP00010,Cylinder Type-10,Purchase,13,1025.12,13326.59,BATCH00149
PUR000150,2024-04-08,SP00010,Cylinder Type-10,Purchase,35,1125.88,39405.86,BATCH00150
PUR000151,2024-05-27,SP00010,Cylinder Type-10,Purchase,89,1120.7,99742.69,BATCH00151
PUR000152,2024-06-11,SP00010,Cylinder Type-10,Purchase,26,1048.17,27252.52,BATCH00152
PUR000153,2024-08-15,SP00010,Cylinder Type-10,Purchase,24,1091.65,26199.48,BATCH00153
PUR000154,2024-09-21,SP00010,Cylinder Type-10,Purchase,37,1106.48,40939.64,BATCH00154
PUR000155,2024-12-29,SP00010,Cylinder Type-10,Purchase,42,1108.68,46564.42,BATCH00155
PUR000156,2022-02-22,SP00011,Gasket Type-11,Purchase,82,412.63,33835.33,BATCH00156
PUR000157,2022-06-05,SP00011,Gasket Type-11,Purchase,54,417.85,22564.14,BATCH00157
PUR000158,2022-07-28,SP00011,Gasket Type-11,Purchase,94,410.6,38596.22,BATCH00158
PUR000159,2022-08-10,SP00011,Gasket Type-11,Purchase,74,404.66,29944.87,BATCH00159
PUR000160,2022-08-23,SP00011,Gasket Type-11,Purchase,11,416.73,4584.08,BATCH00160
PUR000161,2022-09-05,SP00011,Gasket Type-11,Purchase,72,425.76,30655.07,BATCH00161
PUR000162,2022-12-02,SP00011,Gasket Type-11,Purchase,56,399.76,22386.78,BATCH00162
PUR000163,2022-12-10,SP00011,Gasket Type-11,Purchase,68,422.27,28714.05,BATCH00163
PUR000164,2023-02-11,SP00011,Gasket Type-11,Purchase,65,428.76,27869.33,BATCH00164
PUR000165,2023-05-13,SP00011,Gasket Type-11,Purchase,76,411.25,31254.75,BATCH00165
PUR000166,2023-09-10,SP00011,Gasket Type-11,Purchase,44,451.64,19872.16,BATCH00166
PUR000167,2023-09-30,SP00011,Gasket Type-11,Purchase,78,437.66,34137.28,BATCH00167
PUR000168,2023-10-01,SP00011,Gasket Type-11,Purchase,69,444.58,30676.07,BATCH00168
PUR000169,2024-02-08,SP00011,Gasket Type-11,Purchase,85,436.95,37140.75,BATCH00169
PUR000170,2024-03-23,SP00011,Gasket Type-11,Purchase,41,431.94,17709.57,BATCH00170
PUR000171,2022-02-28,SP00012,Seal Type-12,Purchase,43,218.16,9381.05,BATCH00171
PUR000172,2023-01-08,SP00012,Seal Type-12,Purchase,86,230.48,19821.04,BATCH00172
PUR000173,2023-05-15,SP00012,Seal Type-12,Purchase,45,242.88,10929.78,BATCH00173
PUR000174,2023-07-26,SP00012,Seal Type-12,Purchase,76,241.63,18364.07,BATCH00174
PUR000175,2023-10-28,SP00012,Seal Type-12,Purchase,20,254.06,5081.14,BATCH00175
PUR000176,2023-11-20,SP00012,Seal Type-12,Purchase,62,237.56,14728.5,BATCH00176
PUR000177,2024-02-16,SP00012,Seal Type-12,Purchase,40,246.27,9850.75,BATCH00177
PUR000178,2024-07-12,SP00012,Seal Type-12,Purchase,92,255.82,23535.72,BATCH00178
PUR000179,2024-08-09,SP00012,Seal Type-12,Purchase,67,257.23,17234.34,BATCH00179
PUR000180,2024-09-25,SP00012,Seal Type-12,Purchase,21,260.75,5475.72,BATCH00180
PUR000181,2024-10-09,SP00012,Seal Type-12,Purchase,61,248.53,15160.56,BATCH00181
PUR000182,2022-09-05,SP00013,Cylinder Type-13,Purchase,50,313.69,15684.26,BATCH00182
PUR000183,2023-04-18,SP00013,Cylinder Type-13,Purchase,78,304.02,23713.55,BATCH00183
PUR000184,2023-05-30,SP00013,Cylinder Type-13,Purchase,98,332.08,32543.66,BATCH00184
PUR000185,2023-07-09,SP00013,Cylinder Type-13,Purchase,37,309.32,11444.93,BATCH00185
PUR000186,2023-09-20,SP00013,Cylinder Type-13,Purchase,45,330.04,14851.71,BATCH00186
PUR000187,2023-11-09,SP00013,Cylinder Type-13,Purchase,77,331.66,25538.2,BATCH00187
PUR000188,2023-12-06,SP00013,Cylinder Type-13,Purchase,22,328.63,7229.82,BATCH00188
PUR000189,2023-12-22,SP00013,Cylinder Type-13,Purchase,47,336.98,15837.89,BATCH00189
PUR000190,2024-01-26,SP00013,Cylinder Type-13,Purchase,32,318.63,10196.01,BATCH00190
PUR000191,2024-05-21,SP00013,Cylinder Type-13,Purchase,100,325.7,32569.86,BATCH00191
PUR000192,2024-07-18,SP00013,Cylinder Type-13,Purchase,45,335.77,15109.63,BATCH00192
PUR000193,2024-08-27,SP00013,Cylinder Type-13,Purchase,16,320.97,5135.55,BATCH00193
PUR000194,2024-12-23,SP00013,Cylinder Type-13,Purchase,99,342.87,33944.33,BATCH00194
PUR000195,2022-01-26,SP00014,Sensor Type-14,Purchase,18,322.18,5799.26,BATCH00195
PUR000196,2022-04-16,SP00014,Sensor Type-14,Purchase,19,335.41,6372.79,BATCH00196
PUR000197,2022-07-30,SP00014,Sensor Type-14,Purchase,97,346.22,33583.69,BATCH00197
PUR000198,2023-01-13,SP00014,Sensor Type-14,Purchase,29,335.54,9730.64,BATCH00198
PUR000199,2023-06-02,SP00014,Sensor Type-14,Purchase,48,368.75,17699.98,BATCH00199
PUR000200,2023-08-06,SP00014,Sensor Type-14,Purchase,41,345.64,14171.15,BATCH00200
PUR000201,2023-11-29,SP00014,Sensor Type-14,Purchase,63,351.9,22169.58,BATCH00201
PUR000202,2024-06-21,SP00014,Sensor Type-14,Purchase,89,379.23,33751.05,BATCH00202
PUR000203,2024-08-19,SP00014,Sensor Type-14,Purchase,76,367.57,27935.16,BATCH00203
PUR000204,2024-09-05,SP00014,Sensor Type-14,Purchase,66,374.18,24696.05,BATCH00204
PUR000205,2024-09-07,SP00014,Sensor Type-14,Purchase,85,371.13,31545.88,BATCH00205
PUR000206,2024-10-02,SP00014,Sensor Type-14,Purchase,49,398.57,19529.77,BATCH00206
PUR000207,2022-01-06,SP00015,Gasket Type-15,Purchase,99,272.45,26972.24,BATCH00207
PUR000208,2022-03-08,SP00015,Gasket Type-15,Purchase,19,278.83,5297.78,BATCH00208
PUR000209,2022-05-04,SP00015,Gasket Type-15,Purchase,43,276.32,11881.63,BATCH00209
PUR000210,2022-06-03,SP00015,Gasket Type-15,Purchase,90,280.17,25215.21,BATCH00210
PUR000211,2022-06-16,SP00015,Gasket Type-15,Purchase,35,275.26,9633.93,BATCH00211
PUR000212,2022-07-23,SP00015,Gasket Type-15,Purchase,79,272.11,21496.31,BATCH00212
PUR000213,2022-11-17,SP00015,Gasket Type-15,Purchase,29,270.77,7852.34,BATCH00213
PUR000214,2022-11-18,SP00015,Gasket Type-15,Purchase,28,289.84,8115.58,BATCH00214
PUR000215,2022-12-22,SP00015,Gasket Type-15,Purchase,31,267.72,8299.43,BATCH00215
PUR000216,2023-03-02,SP00015,Gasket Type-15,Purchase,86,290.53,24985.53,BATCH00216
PUR000217,2023-03-09,SP00015,Gasket Type-15,Purchase,82,289.56,23743.83,BATCH00217
PUR000218,2023-04-20,SP00015,Gasket Type-15,Purchase,66,296.02,19537.6,BATCH00218
PUR000219,2023-05-07,SP00015,Gasket Type-15,Purchase,98,273.99,26850.73,BATCH00219
PUR000220,2023-06-26,SP00015,Gasket Type-15,Purchase,61,280.9,17134.6,BATCH00220
PUR000221,2023-08-14,SP00015,Gasket Type-15,Purchase,74,301.06,22278.49,BATCH00221
PUR000222,2023-08-20,SP00015,Gasket Type-15,Purchase,66,289.67,19118.3,BATCH00222
PUR000223,2024-04-16,SP00015,Gasket Type-15,Purchase,15,284.81,4272.21,BATCH00223
PUR000224,2024-07-11,SP00015,Gasket Type-15,Purchase,51,312.13,15918.58,BATCH00224
PUR000225,2024-08-20,SP00015,Gasket Type-15,Purchase,13,305.02,3965.29,BATCH00225
PUR000226,2022-02-12,SP00016,Gasket Type-16,Purchase,72,240.04,17282.68,BATCH00226
PUR000227,2022-03-24,SP00016,Gasket Type-16,Purchase,70,249.31,17451.36,BATCH00227
PUR000228,2022-12-25,SP00016,Gasket Type-16,Purchase,52,243.28,12650.7,BATCH00228
PUR000229,2023-01-07,SP00016,Gasket Type-16,Purchase,23,243.03,5589.69,BATCH00229
PUR000230,2023-04-14,SP00016,Gasket Type-16,Purchase,52,259.55,13496.68,BATCH00230
PUR000231,2023-07-06,SP00016,Gasket Type-16,Purchase,73,251.03,18324.97,BATCH00231
PUR000232,2023-07-24,SP00016,Gasket Type-16,Purchase,61,248.47,15156.63,BATCH00232
PUR000233,2024-06-11,SP00016,Gasket Type-16,Purchase,80,272.55,21804.11,BATCH00233
PUR000234,2024-06-24,SP00016,Gasket Type-16,Purchase,21,252.42,5300.85,BATCH00234
PUR000235,2024-08-21,SP00016,Gasket Type-16,Purchase,51,261.61,13342.17,BATCH00235
PUR000236,2024-11-28,SP00016,Gasket Type-16,Purchase,61,259.39,15822.7,BATCH00236
PUR000237,2022-01-03,SP00017,Cylinder Type-17,Purchase,87,497.73,43302.16,BATCH00237
PUR000238,2022-03-01,SP00017,Cylinder Type-17,Purchase,100,493.29,49328.56,BATCH00238
PUR000239,2022-04-16,SP00017,Cylinder Type-17,Purchase,80,465.48,37238.36,BATCH00239
PUR000240,2022-04-22,SP00017,Cylinder Type-17,Purchase,62,458.88,28450.38,BATCH00240
PUR000241,2022-09-06,SP00017,Cylinder Type-17,Purchase,24,471.27,11310.41,BATCH00241
PUR000242,2022-09-26,SP00017,Cylinder Type-17,Purchase,25,490.65,12266.34,BATCH00242
PUR000243,2023-01-20,SP00017,Cylinder Type-17,Purchase,29,507.49,14717.18,BATCH00243
PUR000244,2023-02-21,SP00017,Cylinder Type-17,Purchase,47,502.1,23598.85,BATCH00244
PUR000245,2023-07-01,SP00017,Cylinder Type-17,Purchase,44,511.1,22488.34,BATCH00245
PUR000246,2023-08-13,SP00017,Cylinder Type-17,Purchase,71,509.11,36146.46,BATCH00246
PUR000247,2024-01-11,SP00017,Cylinder Type-17,Purchase,41,548.4,22484.47,BATCH00247
PUR000248,2024-04-26,SP00017,Cylinder Type-17,Purchase,28,527.88,14780.63,BATCH00248
PUR000249,2024-06-16,SP00017,Cylinder Type-17,Purchase,86,527.28,45346.03,BATCH00249
PUR000250,2024-06-24,SP00017,Cylinder Type-17,Purchase,27,534.45,14430.17,BATCH00250
PUR000251,2024-08-04,SP00017,Cylinder Type-17,Purchase,45,556.22,25029.7,BATCH00251
PUR000252,2024-09-19,SP00017,Cylinder Type-17,Purchase,63,554.39,34926.47,BATCH00252
PUR000253,2024-10-17,SP00017,Cylinder Type-17,Purchase,74,532.82,39429.02,BATCH00253
PUR000254,2024-11-27,SP00017,Cylinder Type-17,Purchase,10,531.49,5314.94,BATCH00254
PUR000255,2022-11-01,SP00018,Brake Pad Type-18,Purchase,62,199.37,12360.97,BATCH00255
PUR000256,2023-01-22,SP00018,Brake Pad Type-18,Purchase,70,185.71,12999.87,BATCH00256
PUR000257,2023-04-24,SP00018,Brake Pad Type-18,Purchase,58,200.96,11655.87,BATCH00257
PUR000258,2023-05-05,SP00018,Brake Pad Type-18,Purchase,94,194.95,18325.66,BATCH00258
PUR000259,2023-09-04,SP00018,Brake Pad Type-18,Purchase,93,206.15,19171.53,BATCH00259
PUR000260,2023-10-22,SP00018,Brake Pad Type-18,Purchase,73,211.19,15417.1,BATCH00260
PUR000261,2023-11-12,SP00018,Brake Pad Type-18,Purchase,26,211.43,5497.11,BATCH00261
PUR000262,2023-12-08,SP00018,Brake Pad Type-18,Purchase,85,202.74,17232.97,BATCH00262
PUR000263,2024-02-12,SP00018,Brake Pad Type-18,Purchase,22,200.93,4420.5,BATCH00263
PUR000264,2024-02-24,SP00018,Brake Pad Type-18,Purchase,66,212.33,14013.63,BATCH00264
PUR000265,2024-07-03,SP00018,Brake Pad Type-18,Purchase,68,199.64,13575.25,BATCH00265
PUR000266,2024-07-21,SP00018,Brake Pad Type-18,Purchase,28,198.32,5552.83,BATCH00266
PUR000267,2024-09-18,SP00018,Brake Pad Type-18,Purchase,93,208.02,19345.89,BATCH00267
PUR000268,2024-09-29,SP00018,Brake Pad Type-18,Purchase,19,220.07,4181.26,BATCH00268
PUR000269,2022-03-15,SP00019,Bearing Type-19,Purchase,100,3074.64,307464.24,BATCH00269
PUR000270,2022-05-21,SP00019,Bearing Type-19,Purchase,66,3136.51,207009.84,BATCH00270
PUR000271,2022-06-14,SP00019,Bearing Type-19,Purchase,48,2932.39,140754.87,BATCH00271
PUR000272,2022-07-05,SP00019,Bearing Type-19,Purchase,15,3164.87,47473.01,BATCH00272
PUR000273,2022-07-21,SP00019,Bearing Type-19,Purchase,17,2995.1,50916.71,BATCH00273
PUR000274,2023-04-11,SP00019,Bearing Type-19,Purchase,57,3090.73,176171.54,BATCH00274
PUR000275,2023-04-26,SP00019,Bearing Type-19,Purchase,41,3140.12,128744.92,BATCH00275
PUR000276,2023-06-27,SP00019,Bearing Type-19,Purchase,82,3197.17,262167.88,BATCH00276
PUR000277,2023-08-12,SP00019,Bearing Type-19,Purchase,33,3264.22,107719.12,BATCH00277
